sno,state_name,active,cured,death,total,extract_date,positive,new_active,new_positive,new_cured,new_death,state_code,date
1,Andhra Pradesh,84423,519891,5244,609558,2020-09-20 20:00:32,609558.0,81763.0,617776.0,530711.0,5302.0,28.0,2020-09-20
1,Andhra Pradesh,81763,530711,5302,617776,2020-09-21 20:00:13,617776.0,78836.0,625514.0,541319.0,5359.0,28.0,2020-09-21
1,Andhra Pradesh,78836,541319,5359,625514,2020-09-22 20:00:17,625514.0,74518.0,631749.0,551821.0,5410.0,28.0,2020-09-22
1,Andhra Pradesh,74518,551821,5410,631749,2020-09-23 20:00:35,631749.0,71465.0,639302.0,562376.0,5461.0,28.0,2020-09-23
1,Andhra Pradesh,71465,562376,5461,639302,2020-09-24 20:00:13,639302.0,70357.0,646530.0,570667.0,5506.0,28.0,2020-09-24
1,Andhra Pradesh,70357,570667,5506,646530,2020-09-25 20:00:13,646530.0,69353.0,654385.0,579474.0,5558.0,28.0,2020-09-25
1,Andhra Pradesh,69353,579474,5558,654385,2020-09-26 20:00:34,654385.0,67683.0,661458.0,588169.0,5606.0,28.0,2020-09-26
1,Andhra Pradesh,67683,588169,5606,661458,2020-09-27 20:00:34,661458.0,65794.0,668751.0,597294.0,5663.0,28.0,2020-09-27
1,Andhra Pradesh,65794,597294,5663,668751,2020-09-28 20:00:13,668751.0,64876.0,675674.0,605090.0,5708.0,28.0,2020-09-28
1,Andhra Pradesh,64876,605090,5708,675674,2020-09-29 20:00:13,675674.0,63116.0,681161.0,612300.0,5745.0,28.0,2020-09-29
1,Andhra Pradesh,63116,612300,5745,681161,2020-09-30 20:00:18,681161.0,59435.0,687351.0,622136.0,5780.0,28.0,2020-09-30
1,Andhra Pradesh,59435,622136,5780,687351,2020-10-01 20:00:13,687351.0,58445.0,693484.0,629211.0,5828.0,28.0,2020-10-01
1,Andhra Pradesh,58445,629211,5828,693484,2020-10-02 20:00:13,693484.0,57858.0,700235.0,636508.0,5869.0,28.0,2020-10-02
1,Andhra Pradesh,57858,636508,5869,700235,2020-10-03 20:00:13,700235.0,56897.0,706790.0,643993.0,5900.0,28.0,2020-10-03
1,Andhra Pradesh,56897,643993,5900,706790,2020-10-04 20:00:19,706790.0,55282.0,713014.0,651791.0,5941.0,28.0,2020-10-04
1,Andhra Pradesh,55282,651791,5941,713014,2020-10-05 20:00:54,713014.0,54400.0,719256.0,658875.0,5981.0,28.0,2020-10-05
1,Andhra Pradesh,54400,658875,5981,719256,2020-10-06 20:00:49,719256.0,51060.0,723512.0,666433.0,6019.0,28.0,2020-10-06
1,Andhra Pradesh,51060,666433,6019,723512,2020-10-07 20:00:13,723512.0,50776.0,729307.0,672479.0,6052.0,28.0,2020-10-07
1,Andhra Pradesh,50776,672479,6052,729307,2020-10-08 20:00:57,729307.0,49513.0,734427.0,678828.0,6086.0,28.0,2020-10-08
1,Andhra Pradesh,49513,678828,6086,734427,2020-10-09 20:00:49,734427.0,48661.0,739719.0,684930.0,6128.0,28.0,2020-10-09
1,Andhra Pradesh,48661,684930,6128,739719,2020-10-10 20:00:13,739719.0,47665.0,744864.0,691040.0,6159.0,28.0,2020-10-10
1,Andhra Pradesh,47665,691040,6159,744864,2020-10-11 20:00:18,744864.0,46624.0,750517.0,697699.0,6194.0,28.0,2020-10-11
1,Andhra Pradesh,46624,697699,6194,750517,2020-10-12 20:00:42,750517.0,46295.0,755727.0,703208.0,6224.0,28.0,2020-10-12
1,Andhra Pradesh,46295,703208,6224,755727,2020-10-13 20:00:19,755727.0,43983.0,758951.0,708712.0,6256.0,28.0,2020-10-13
1,Andhra Pradesh,43983,708712,6256,758951,2020-10-14 12:00:13,758951.0,42855.0,763573.0,714427.0,6291.0,28.0,2020-10-14
1,Andhra Pradesh,42855,714427,6291,763573,2020-10-15 20:00:21,763573.0,41669.0,767465.0,719477.0,6319.0,28.0,2020-10-15
1,Andhra Pradesh,41669,719477,6319,767465,2020-10-16 20:00:17,767465.0,40047.0,771503.0,725099.0,6357.0,28.0,2020-10-16
1,Andhra Pradesh,40047,725099,6357,771503,2020-10-17 20:00:14,771503.0,38979.0,775470.0,730109.0,6382.0,28.0,2020-10-17
1,Andhra Pradesh,38979,730109,6382,775470,2020-10-18 16:00:18,775470.0,37102.0,779146.0,735638.0,6406.0,28.0,2020-10-18
1,Andhra Pradesh,37102,735638,6406,779146,2020-10-19 20:00:22,779146.0,36474.0,783132.0,740229.0,6429.0,28.0,2020-10-19
1,Andhra Pradesh,36474,740229,6429,783132,2020-10-20 20:00:19,783132.0,35065.0,786050.0,744532.0,6453.0,28.0,2020-10-20
1,Andhra Pradesh,35065,744532,6453,786050,2020-10-21 20:00:18,786050.0,33396.0,789553.0,749676.0,6481.0,28.0,2020-10-21
1,Andhra Pradesh,33396,749676,6481,789553,2020-10-22 20:00:13,789553.0,32376.0,793299.0,754415.0,6508.0,28.0,2020-10-22
1,Andhra Pradesh,32376,754415,6508,793299,2020-10-23 20:00:34,793299.0,32257.0,796919.0,758138.0,6524.0,28.0,2020-10-23
1,Andhra Pradesh,32257,758138,6524,796919,2020-10-24 20:00:13,796919.0,31721.0,800684.0,762419.0,6544.0,28.0,2020-10-24
1,Andhra Pradesh,31721,762419,6544,800684,2020-10-25 20:00:13,800684.0,31469.0,804026.0,765991.0,6566.0,28.0,2020-10-25
1,Andhra Pradesh,31469,765991,6566,804026,2020-10-26 20:00:13,804026.0,30860.0,807023.0,769576.0,6587.0,28.0,2020-10-26
1,Andhra Pradesh,30860,769576,6587,807023,2020-10-27 20:00:13,807023.0,28770.0,808924.0,773548.0,6606.0,28.0,2020-10-27
1,Andhra Pradesh,28770,773548,6606,808924,2020-10-28 20:00:18,808924.0,27300.0,811825.0,777900.0,6625.0,28.0,2020-10-28
1,Andhra Pradesh,27300,777900,6625,811825,2020-10-29 20:00:17,811825.0,26622.0,814774.0,781509.0,6643.0,28.0,2020-10-29
1,Andhra Pradesh,26622,781509,6643,814774,2020-10-30 20:00:18,814774.0,26268.0,817679.0,784752.0,6659.0,28.0,2020-10-30
1,Andhra Pradesh,26268,784752,6659,817679,2020-10-31 20:00:13,817679.0,25514.0,820565.0,788375.0,6676.0,28.0,2020-10-31
1,Andhra Pradesh,25514,788375,6676,820565,2020-11-01 20:00:17,820565.0,24575.0,823348.0,792083.0,6690.0,28.0,2020-11-01
1,Andhra Pradesh,24575,792083,6690,823348,2020-11-02 20:00:18,823348.0,23668.0,825966.0,795592.0,6706.0,28.0,2020-11-02
1,Andhra Pradesh,23668,795592,6706,825966,2020-11-03 20:00:17,825966.0,22538.0,827882.0,798625.0,6719.0,28.0,2020-11-03
1,Andhra Pradesh,22538,798625,6719,827882,2020-11-04 20:00:17,827882.0,21672.0,830731.0,802325.0,6734.0,28.0,2020-11-04
1,Andhra Pradesh,21672,802325,6734,830731,2020-11-05 20:00:12,830731.0,21438.0,833208.0,805026.0,6744.0,28.0,2020-11-05
1,Andhra Pradesh,21438,805026,6744,833208,2020-11-06 20:00:16,833208.0,21878.0,835953.0,807318.0,6757.0,28.0,2020-11-06
1,Andhra Pradesh,21878,807318,6757,835953,2020-11-07 20:00:13,835953.0,21825.0,838363.0,809770.0,6768.0,28.0,2020-11-07
1,Andhra Pradesh,21825,809770,6768,838363,2020-11-08 20:00:17,838363.0,21434.0,840730.0,812517.0,6779.0,28.0,2020-11-08
1,Andhra Pradesh,21434,812517,6779,840730,2020-11-09 20:00:19,840730.0,21403.0,842967.0,814773.0,6791.0,28.0,2020-11-09
1,Andhra Pradesh,21403,814773,6791,842967,2020-11-10 20:00:17,842967.0,21235.0,844359.0,816322.0,6802.0,28.0,2020-11-10
1,Andhra Pradesh,21235,816322,6802,844359,2020-11-11 20:00:13,844359.0,20958.0,846245.0,818473.0,6814.0,28.0,2020-11-11
1,Andhra Pradesh,20958,818473,6814,846245,2020-11-12 20:00:13,846245.0,20915.0,847977.0,820234.0,6828.0,28.0,2020-11-12
1,Andhra Pradesh,20915,820234,6828,847977,2020-11-13 20:00:17,847977.0,20857.0,849705.0,822011.0,6837.0,28.0,2020-11-13
1,Andhra Pradesh,20857,822011,6837,849705,2020-11-14 20:00:13,849705.0,20262.0,851298.0,824189.0,6847.0,28.0,2020-11-14
1,Andhra Pradesh,20262,824189,6847,851298,2020-11-15 20:00:17,851298.0,19757.0,852955.0,826344.0,6854.0,28.0,2020-11-15
1,Andhra Pradesh,19757,826344,6854,852955,2020-11-16 20:00:13,852955.0,18659.0,854011.0,828484.0,6868.0,28.0,2020-11-16
1,Andhra Pradesh,18659,828484,6868,854011,2020-11-17 20:00:14,854011.0,17892.0,854764.0,829991.0,6881.0,28.0,2020-11-17
1,Andhra Pradesh,17892,829991,6881,854764,2020-11-18 20:00:17,854764.0,16985.0,856159.0,832284.0,6890.0,28.0,2020-11-18
1,Andhra Pradesh,16985,832284,6890,856159,2020-11-19 20:00:17,856159.0,16516.0,857395.0,833980.0,6899.0,28.0,2020-11-19
1,Andhra Pradesh,16516,833980,6899,857395,2020-11-20 20:00:17,857395.0,16000.0,858711.0,835801.0,6910.0,28.0,2020-11-20
1,Andhra Pradesh,16000,835801,6910,858711,2020-11-21 20:00:18,858711.0,15382.0,859932.0,837630.0,6920.0,28.0,2020-11-21
1,Andhra Pradesh,15382,837630,6920,859932,2020-11-22 20:00:13,859932.0,14770.0,861092.0,839395.0,6927.0,28.0,2020-11-22
1,Andhra Pradesh,14770,839395,6927,861092,2020-11-23 20:00:13,861092.0,14249.0,862213.0,841026.0,6938.0,28.0,2020-11-23
1,Andhra Pradesh,14249,841026,6938,862213,2020-11-24 20:00:17,862213.0,13394.0,862758.0,842416.0,6948.0,28.0,2020-11-24
1,Andhra Pradesh,13394,842416,6948,862758,2020-11-25 20:00:18,862758.0,13024.0,863843.0,843863.0,6956.0,28.0,2020-11-25
1,Andhra Pradesh,13024,843863,6956,863843,2020-11-26 20:00:17,863843.0,12673.0,864674.0,845039.0,6962.0,28.0,2020-11-26
1,Andhra Pradesh,12673,845039,6962,864674,2020-11-27 20:00:13,864674.0,12615.0,865705.0,846120.0,6970.0,28.0,2020-11-27
1,Andhra Pradesh,12615,846120,6970,865705,2020-11-28 20:00:16,865705.0,12137.0,866438.0,847325.0,6976.0,28.0,2020-11-28
1,Andhra Pradesh,12137,847325,6976,866438,2020-11-29 20:00:16,866438.0,11571.0,867063.0,848511.0,6981.0,28.0,2020-11-29
1,Andhra Pradesh,11571,848511,6981,867063,2020-11-30 20:00:17,867063.0,8397.0,867683.0,852298.0,6988.0,28.0,2020-11-30
1,Andhra Pradesh,8397,852298,6988,867683,2020-12-01 20:00:13,867683.0,7840.0,868064.0,853232.0,6992.0,28.0,2020-12-01
1,Andhra Pradesh,7840,853232,6992,868064,2020-12-02 20:00:13,868064.0,7427.0,868749.0,854326.0,6996.0,28.0,2020-12-02
3,Arunachal Pradesh,373,274,3,650,2020-07-19,,,,,,,2020-07-19
3,Arunachal Pradesh,455,282,3,740,2020-07-20,,,,,,,2020-07-20
3,Arunachal Pradesh,502,285,3,790,2020-07-21,,,,,,,2020-07-21
3,Arunachal Pradesh,552,303,3,858,2020-07-22,,,,,,,2020-07-22
3,Arunachal Pradesh,632,314,3,949,2020-07-23 10:49:43,,,,,,,2020-07-23
3,Arunachal Pradesh,654,334,3,991,2020-07-24 15:21:33,,,,,,,2020-07-24
3,Arunachal Pradesh,661,392,3,1056,2020-07-25 20:49:42,,,,,,,2020-07-25
3,Arunachal Pradesh,695,428,3,1126,2020-07-26 11:38,,,,,,,2020-07-26
3,Arunachal Pradesh,650,505,3,1158,2020-07-27 10:20:57,,,,,,,2020-07-27
3,Arunachal Pradesh,662,574,3,1239,2020-07-29 21:00:27,1239.0,710.0,1330.0,617.0,3.0,12.0,2020-07-29
3,Arunachal Pradesh,710,617,3,1330,2020-07-30 18:00:13,1330.0,730.0,1410.0,677.0,3.0,12.0,2020-07-30
3,Arunachal Pradesh,730,677,3,1410,2020-07-31 18:00:13,1410.0,654.0,1484.0,827.0,3.0,12.0,2020-07-31
3,Arunachal Pradesh,654,827,3,1484,2020-08-01 18:00:13,1484.0,670.0,1591.0,918.0,3.0,12.0,2020-08-01
3,Arunachal Pradesh,670,918,3,1591,2020-08-02 18:00:12,1591.0,701.0,1673.0,969.0,3.0,12.0,2020-08-02
3,Arunachal Pradesh,701,969,3,1673,2020-08-03 18:00:13,1673.0,699.0,1698.0,996.0,3.0,12.0,2020-08-03
3,Arunachal Pradesh,699,996,3,1698,2020-08-04 18:00:12,1698.0,692.0,1758.0,1063.0,3.0,12.0,2020-08-04
3,Arunachal Pradesh,692,1063,3,1758,2020-08-05 18:00:13,1758.0,682.0,1790.0,1105.0,3.0,12.0,2020-08-05
3,Arunachal Pradesh,682,1105,3,1790,2020-08-06 18:00:12,1790.0,642.0,1855.0,1210.0,3.0,12.0,2020-08-06
3,Arunachal Pradesh,642,1210,3,1855,2020-08-07 18:00:12,1855.0,700.0,1948.0,1245.0,3.0,12.0,2020-08-07
3,Arunachal Pradesh,700,1245,3,1948,2020-08-08 20:00:24,1948.0,720.0,2049.0,1326.0,3.0,12.0,2020-08-08
3,Arunachal Pradesh,720,1326,3,2049,2020-08-09 20:00:13,2049.0,684.0,2117.0,1430.0,3.0,12.0,2020-08-09
3,Arunachal Pradesh,684,1430,3,2117,2020-08-10 20:00:25,2117.0,670.0,2155.0,1482.0,3.0,12.0,2020-08-10
3,Arunachal Pradesh,670,1482,3,2155,2020-08-11 20:00:31,2155.0,636.0,2231.0,1592.0,3.0,12.0,2020-08-11
3,Arunachal Pradesh,636,1592,3,2231,2020-08-12 20:00:44,2231.0,690.0,2327.0,1634.0,3.0,12.0,2020-08-12
3,Arunachal Pradesh,690,1634,3,2327,2020-08-13 20:00:14,2327.0,768.0,2430.0,1659.0,3.0,12.0,2020-08-13
3,Arunachal Pradesh,768,1659,3,2430,2020-08-14 20:00:29,2430.0,790.0,2512.0,1718.0,4.0,12.0,2020-08-14
3,Arunachal Pradesh,790,1718,4,2512,2020-08-15 20:00:16,2512.0,852.0,2607.0,1750.0,5.0,12.0,2020-08-15
3,Arunachal Pradesh,852,1750,5,2607,2020-08-16 20:00:14,2607.0,882.0,2658.0,1771.0,5.0,12.0,2020-08-16
3,Arunachal Pradesh,882,1771,5,2658,2020-08-17 20:00:14,2658.0,888.0,2701.0,1808.0,5.0,12.0,2020-08-17
3,Arunachal Pradesh,888,1808,5,2701,2020-08-18 20:00:15,2701.0,843.0,2741.0,1893.0,5.0,12.0,2020-08-18
3,Arunachal Pradesh,843,1893,5,2741,2020-08-19 20:00:17,2741.0,921.0,2875.0,1949.0,5.0,12.0,2020-08-19
3,Arunachal Pradesh,921,1949,5,2875,2020-08-20 20:00:15,2875.0,923.0,2950.0,2022.0,5.0,12.0,2020-08-20
3,Arunachal Pradesh,923,2022,5,2950,2020-08-21 20:00:16,2950.0,968.0,3066.0,2093.0,5.0,12.0,2020-08-21
3,Arunachal Pradesh,968,2093,5,3066,2020-08-22 20:00:33,3066.0,996.0,3126.0,2125.0,5.0,12.0,2020-08-22
3,Arunachal Pradesh,996,2125,5,3126,2020-08-23 20:00:14,3126.0,990.0,3223.0,2228.0,5.0,12.0,2020-08-23
3,Arunachal Pradesh,990,2228,5,3223,2020-08-24 20:00:13,3223.0,961.0,3263.0,2297.0,5.0,12.0,2020-08-24
3,Arunachal Pradesh,961,2297,5,3263,2020-08-25 20:00:14,3263.0,880.0,3312.0,2427.0,5.0,12.0,2020-08-25
3,Arunachal Pradesh,880,2427,5,3312,2020-08-26 20:00:13,3312.0,899.0,3412.0,2508.0,5.0,12.0,2020-08-26
3,Arunachal Pradesh,899,2508,5,3412,2020-08-27 20:00:47,3412.0,987.0,3555.0,2563.0,5.0,12.0,2020-08-27
3,Arunachal Pradesh,987,2563,5,3555,2020-08-28 20:00:36,3555.0,1007.0,3633.0,2621.0,5.0,12.0,2020-08-28
3,Arunachal Pradesh,1007,2621,5,3633,2020-08-29 20:00:18,3633.0,1031.0,3745.0,2709.0,5.0,12.0,2020-08-29
3,Arunachal Pradesh,1031,2709,5,3745,2020-08-30 20:00:18,3745.0,1118.0,3877.0,2754.0,5.0,12.0,2020-08-30
3,Arunachal Pradesh,1118,2754,5,3877,2020-08-31 20:00:14,3877.0,1205.0,4034.0,2822.0,7.0,12.0,2020-08-31
3,Arunachal Pradesh,1205,2822,7,4034,2020-09-01 20:00:13,4034.0,1220.0,4112.0,2885.0,7.0,12.0,2020-09-01
3,Arunachal Pradesh,1220,2885,7,4112,2020-09-02 20:00:13,4112.0,1226.0,4212.0,2979.0,7.0,12.0,2020-09-02
3,Arunachal Pradesh,1226,2979,7,4212,2020-09-03 20:00:13,4212.0,1278.0,4360.0,3075.0,7.0,12.0,2020-09-03
3,Arunachal Pradesh,1278,3075,7,4360,2020-09-04 20:00:13,4360.0,1400.0,4574.0,3167.0,7.0,12.0,2020-09-04
3,Arunachal Pradesh,1400,3167,7,4574,2020-09-05 16:00:13,4574.0,1488.0,4775.0,3280.0,7.0,12.0,2020-09-05
3,Arunachal Pradesh,1488,3280,7,4775,2020-09-06 20:00:14,4775.0,1525.0,4914.0,3381.0,8.0,12.0,2020-09-06
3,Arunachal Pradesh,1525,3381,8,4914,2020-09-07 20:00:13,4914.0,1520.0,5000.0,3472.0,8.0,12.0,2020-09-07
3,Arunachal Pradesh,1520,3472,8,5000,2020-09-08 20:00:13,5000.0,1576.0,5180.0,3596.0,8.0,12.0,2020-09-08
3,Arunachal Pradesh,1576,3596,8,5180,2020-09-09 20:00:17,5180.0,1670.0,5402.0,3723.0,9.0,12.0,2020-09-09
3,Arunachal Pradesh,1670,3723,9,5402,2020-09-10 20:00:14,5402.0,1630.0,5545.0,3906.0,9.0,12.0,2020-09-10
3,Arunachal Pradesh,1630,3906,9,5545,2020-09-11 20:00:34,5545.0,1658.0,5672.0,4005.0,9.0,12.0,2020-09-11
3,Arunachal Pradesh,1658,4005,9,5672,2020-09-12 20:00:55,5672.0,1689.0,5825.0,4126.0,10.0,12.0,2020-09-12
3,Arunachal Pradesh,1689,4126,10,5825,2020-09-13 20:00:16,5825.0,1712.0,5975.0,4253.0,10.0,12.0,2020-09-13
3,Arunachal Pradesh,1712,4253,10,5975,2020-09-14 20:00:15,5975.0,1732.0,6121.0,4379.0,10.0,12.0,2020-09-14
3,Arunachal Pradesh,1732,4379,10,6121,2020-09-15 20:00:18,6121.0,1756.0,6298.0,4531.0,11.0,12.0,2020-09-15
3,Arunachal Pradesh,1756,4531,11,6298,2020-09-16 16:00:15,6298.0,1795.0,6466.0,4658.0,13.0,12.0,2020-09-16
3,Arunachal Pradesh,1795,4658,13,6466,2020-09-17 20:00:32,6466.0,1892.0,6692.0,4787.0,13.0,12.0,2020-09-17
3,Arunachal Pradesh,1892,4787,13,6692,2020-09-18 20:00:13,6692.0,1871.0,6851.0,4967.0,13.0,12.0,2020-09-18
3,Arunachal Pradesh,1871,4967,13,6851,2020-09-19 20:00:14,6851.0,1886.0,7005.0,5106.0,13.0,12.0,2020-09-19
3,Arunachal Pradesh,1886,5106,13,7005,2020-09-20 20:00:32,7005.0,1957.0,7250.0,5280.0,13.0,12.0,2020-09-20
3,Arunachal Pradesh,1957,5280,13,7250,2020-09-21 20:00:13,7250.0,1964.0,7385.0,5408.0,13.0,12.0,2020-09-21
3,Arunachal Pradesh,1964,5408,13,7385,2020-09-22 20:00:17,7385.0,1939.0,7595.0,5643.0,13.0,12.0,2020-09-22
3,Arunachal Pradesh,1939,5643,13,7595,2020-09-23 20:00:35,7595.0,2052.0,7844.0,5778.0,14.0,12.0,2020-09-23
3,Arunachal Pradesh,2052,5778,14,7844,2020-09-24 20:00:13,7844.0,2216.0,8133.0,5903.0,14.0,12.0,2020-09-24
3,Arunachal Pradesh,2216,5903,14,8133,2020-09-25 20:00:13,8133.0,2331.0,8416.0,6071.0,14.0,12.0,2020-09-25
3,Arunachal Pradesh,2331,6071,14,8416,2020-09-26 20:00:34,8416.0,2427.0,8671.0,6230.0,14.0,12.0,2020-09-26
3,Arunachal Pradesh,2427,6230,14,8671,2020-09-27 20:00:34,8671.0,2458.0,8869.0,6397.0,14.0,12.0,2020-09-27
3,Arunachal Pradesh,2458,6397,14,8869,2020-09-28 20:00:13,8869.0,2495.0,9004.0,6495.0,14.0,12.0,2020-09-28
3,Arunachal Pradesh,2495,6495,14,9004,2020-09-29 20:00:13,9004.0,2725.0,9332.0,6592.0,15.0,12.0,2020-09-29
3,Arunachal Pradesh,2725,6592,15,9332,2020-09-30 20:00:18,9332.0,2794.0,9553.0,6743.0,16.0,12.0,2020-09-30
3,Arunachal Pradesh,2794,6743,16,9553,2020-10-01 20:00:13,9553.0,2890.0,9796.0,6890.0,16.0,12.0,2020-10-01
3,Arunachal Pradesh,2890,6890,16,9796,2020-10-02 20:00:13,9796.0,2955.0,10020.0,7049.0,16.0,12.0,2020-10-02
3,Arunachal Pradesh,2955,7049,16,10020,2020-10-03 20:00:13,10020.0,3019.0,10220.0,7183.0,18.0,12.0,2020-10-03
3,Arunachal Pradesh,3019,7183,18,10220,2020-10-04 20:00:19,10220.0,3015.0,10421.0,7388.0,18.0,12.0,2020-10-04
3,Arunachal Pradesh,3015,7388,18,10421,2020-10-05 20:00:54,10421.0,2953.0,10548.0,7577.0,18.0,12.0,2020-10-05
3,Arunachal Pradesh,2953,7577,18,10548,2020-10-06 20:00:49,10548.0,2989.0,10783.0,7775.0,19.0,12.0,2020-10-06
3,Arunachal Pradesh,2989,7775,19,10783,2020-10-07 20:00:13,10783.0,3022.0,11007.0,7965.0,20.0,12.0,2020-10-07
3,Arunachal Pradesh,3022,7965,20,11007,2020-10-08 20:00:57,11007.0,2850.0,11267.0,8396.0,21.0,12.0,2020-10-08
3,Arunachal Pradesh,2850,8396,21,11267,2020-10-09 20:00:49,11267.0,2778.0,11479.0,8679.0,22.0,12.0,2020-10-09
3,Arunachal Pradesh,2778,8679,22,11479,2020-10-10 20:00:13,11479.0,2860.0,11760.0,8877.0,23.0,12.0,2020-10-10
3,Arunachal Pradesh,2860,8877,23,11760,2020-10-11 20:00:18,11760.0,2940.0,11998.0,9035.0,23.0,12.0,2020-10-11
3,Arunachal Pradesh,2940,9035,23,11998,2020-10-12 20:00:42,11998.0,2891.0,12147.0,9232.0,24.0,12.0,2020-10-12
3,Arunachal Pradesh,2891,9232,24,12147,2020-10-13 20:00:19,12147.0,2940.0,12367.0,9403.0,24.0,12.0,2020-10-13
3,Arunachal Pradesh,2940,9403,24,12367,2020-10-14 12:00:13,12367.0,2960.0,12561.0,9573.0,28.0,12.0,2020-10-14
3,Arunachal Pradesh,2960,9573,28,12561,2020-10-15 20:00:21,12561.0,3045.0,12768.0,9694.0,29.0,12.0,2020-10-15
3,Arunachal Pradesh,3045,9694,29,12768,2020-10-16 20:00:17,12768.0,3052.0,12971.0,9889.0,30.0,12.0,2020-10-16
3,Arunachal Pradesh,3052,9889,30,12971,2020-10-17 20:00:14,12971.0,3068.0,13169.0,10071.0,30.0,12.0,2020-10-17
3,Arunachal Pradesh,3068,10071,30,13169,2020-10-18 16:00:18,13169.0,3003.0,13348.0,10315.0,30.0,12.0,2020-10-18
3,Arunachal Pradesh,3003,10315,30,13348,2020-10-19 20:00:22,13348.0,2824.0,13406.0,10552.0,30.0,12.0,2020-10-19
3,Arunachal Pradesh,2824,10552,30,13406,2020-10-20 20:00:19,13406.0,2833.0,13643.0,10780.0,30.0,12.0,2020-10-20
3,Arunachal Pradesh,2833,10780,30,13643,2020-10-21 20:00:18,13643.0,2712.0,13778.0,11035.0,31.0,12.0,2020-10-21
3,Arunachal Pradesh,2712,11035,31,13778,2020-10-22 20:00:13,13778.0,2682.0,13912.0,11199.0,31.0,12.0,2020-10-22
3,Arunachal Pradesh,2682,11199,31,13912,2020-10-23 20:00:34,13912.0,2638.0,14077.0,11407.0,32.0,12.0,2020-10-23
3,Arunachal Pradesh,2638,11407,32,14077,2020-10-24 20:00:13,14077.0,2499.0,14145.0,11613.0,33.0,12.0,2020-10-24
3,Arunachal Pradesh,2499,11613,33,14145,2020-10-25 20:00:13,14145.0,2397.0,14211.0,11781.0,33.0,12.0,2020-10-25
3,Arunachal Pradesh,2397,11781,33,14211,2020-10-26 20:00:13,14211.0,2260.0,14244.0,11951.0,33.0,12.0,2020-10-26
3,Arunachal Pradesh,2260,11951,33,14244,2020-10-27 20:00:13,14244.0,2174.0,14391.0,12182.0,35.0,12.0,2020-10-27
3,Arunachal Pradesh,2174,12182,35,14391,2020-10-28 20:00:18,14391.0,2139.0,14472.0,12297.0,36.0,12.0,2020-10-28
3,Arunachal Pradesh,2139,12297,36,14472,2020-10-29 20:00:17,14472.0,2064.0,14580.0,12480.0,36.0,12.0,2020-10-29
3,Arunachal Pradesh,2064,12480,36,14580,2020-10-30 20:00:18,14580.0,2008.0,14668.0,12623.0,37.0,12.0,2020-10-30
3,Arunachal Pradesh,2008,12623,37,14668,2020-10-31 20:00:13,14668.0,1938.0,14752.0,12777.0,37.0,12.0,2020-10-31
3,Arunachal Pradesh,1938,12777,37,14752,2020-11-01 20:00:17,14752.0,1856.0,14852.0,12959.0,37.0,12.0,2020-11-01
3,Arunachal Pradesh,1856,12959,37,14852,2020-11-02 20:00:18,14852.0,1771.0,14881.0,13073.0,37.0,12.0,2020-11-02
3,Arunachal Pradesh,1771,13073,37,14881,2020-11-03 20:00:17,14881.0,1722.0,14998.0,13238.0,38.0,12.0,2020-11-03
3,Arunachal Pradesh,1722,13238,38,14998,2020-11-04 20:00:17,14998.0,1674.0,15083.0,13367.0,42.0,12.0,2020-11-04
3,Arunachal Pradesh,1674,13367,42,15083,2020-11-05 20:00:12,15083.0,1645.0,15160.0,13472.0,43.0,12.0,2020-11-05
3,Arunachal Pradesh,1645,13472,43,15160,2020-11-06 20:00:16,15160.0,1621.0,15244.0,13580.0,43.0,12.0,2020-11-06
3,Arunachal Pradesh,1621,13580,43,15244,2020-11-07 20:00:13,15244.0,1603.0,15325.0,13679.0,43.0,12.0,2020-11-07
3,Arunachal Pradesh,1603,13679,43,15325,2020-11-08 20:00:17,15325.0,1559.0,15389.0,13785.0,45.0,12.0,2020-11-08
3,Arunachal Pradesh,1559,13785,45,15389,2020-11-09 20:00:19,15389.0,1509.0,15436.0,13881.0,46.0,12.0,2020-11-09
3,Arunachal Pradesh,1509,13881,46,15436,2020-11-10 20:00:17,15436.0,1472.0,15484.0,13966.0,46.0,12.0,2020-11-10
3,Arunachal Pradesh,1472,13966,46,15484,2020-11-11 20:00:13,15484.0,1484.0,15581.0,14051.0,46.0,12.0,2020-11-11
3,Arunachal Pradesh,1484,14051,46,15581,2020-11-12 20:00:13,15581.0,1485.0,15657.0,14126.0,46.0,12.0,2020-11-12
3,Arunachal Pradesh,1485,14126,46,15657,2020-11-13 20:00:17,15657.0,1440.0,15701.0,14214.0,47.0,12.0,2020-11-13
3,Arunachal Pradesh,1440,14214,47,15701,2020-11-14 20:00:13,15701.0,1392.0,15758.0,14319.0,47.0,12.0,2020-11-14
3,Arunachal Pradesh,1392,14319,47,15758,2020-11-15 20:00:17,15758.0,1323.0,15792.0,14421.0,48.0,12.0,2020-11-15
3,Arunachal Pradesh,1323,14421,48,15792,2020-11-16 20:00:13,15792.0,1264.0,15812.0,14500.0,48.0,12.0,2020-11-16
3,Arunachal Pradesh,1264,14500,48,15812,2020-11-17 20:00:14,15812.0,1232.0,15868.0,14588.0,48.0,12.0,2020-11-17
3,Arunachal Pradesh,1232,14588,48,15868,2020-11-18 20:00:17,15868.0,1212.0,15904.0,14644.0,48.0,12.0,2020-11-18
3,Arunachal Pradesh,1212,14644,48,15904,2020-11-19 20:00:17,15904.0,1182.0,15945.0,14715.0,48.0,12.0,2020-11-19
